REL 535  Historiography of Religion in America  credit: 4 Hours. 
REL 564  Global Religion and Politics  credit: 4 Hours. 
REL 567  Mahayana Buddhism  credit: 4 Hours. 
REL 568  Popular Religion in East Asia  credit: 4 Hours. 
REL 590  Independent Study  credit: 2 to 6 Hours. 
REL 599  Thesis Research  credit: 0 to 16 Hours. 
RHET 101  Principles of Writing  credit: 4 Hours. 
RHET 102  Principles of Research  credit: 4 Hours. 
RHET 105  Writing and Research  credit: 4 Hours. 
RHET 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
RHET 233  Adv Rhetoric & Composition  credit: 3 Hours. 
RMLG 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
RMLG 417  Topics in the History of Romance Languages  credit: 3 or 4 Hours. 
RMLG 435  Introduction to Romance Linguistics  credit: 3 or 4 Hours. 
RMLG 559  Sem Romance Ling  credit: 4 Hours. 
"RST 100  Recreation, Sport, and Tourism in Modern Society  credit: 3 Hours. "
"RST 101  Orientation to Recreation, Sport and Tourism  credit: 1 Hour. "
RST 110  Service Delivery in RST  credit: 2 Hours. 
RST 118  Illini Student-Athlete Transition Seminar  credit: 3 Hours. 
"RST 120  Parks, Recreation, and Environments  credit: 3 Hours. "
RST 130  Foundations of Sport Mgt  credit: 3 Hours. 
RST 140  Nature and Wilderness  credit: 2 Hours. 
RST 150  Foundations of Tourism  credit: 3 Hours. 
RST 180  Professional Applications  credit: 3 Hours. 
RST 185  Professional Field Experiences  credit: 1 Hour. 
RST 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
"RST 200  Leadership in Recreation, Sport and Tourism  credit: 2 Hours. "
RST 205  Issues in Intercollegiate Athletics: The Big Ten Conference  credit: 3 Hours. 
"RST 210  Management in Recreation, Sport and Tourism  credit: 3 Hours. "
"RST 216  Technology in Recreation, Sport and Tourism  credit: 3 Hours. "
RST 218  Entrepreneurship  credit: 3 Hours. 
RST 224  Politics of the National Parks  credit: 3 Hours. 
RST 225  Environmental Politics & Policy  credit: 3 Hours. 
"RST 230  Diversity in Recreation, Sport, and Tourism  credit: 3 Hours. "
"RST 240  Financial Resource Management in Recreation, Sport and Tourism  credit: 3 Hours. "
RST 242  Nature and American Culture  credit: 3 Hours. 
"RST 255  Ethical Issues in Recreation, Sport and Tourism  credit: 2 Hours. "
"RST 260  Disability in Recreation, Sport and Tourism  credit: 3 Hours. "
RST 265  Principles of Coaching Wheelchair Basketball  credit: 2 Hours. 
RST 270  Sport and Sustainability  credit: 3 Hours. 
"RST 280  Practicum in Recreation, Sport and Tourism  credit: 1 Hour. "
RST 300  Leisure Programming  credit: 3 Hours. 
RST 301  Sport Brand Management  credit: 3 Hours. 
RST 314  Introduction to Aging  credit: 3 Hours. 
"RST 316  Human Development and Recreation, Sport and Tourism  credit: 3 Hours. "
RST 317  Designing Parks and Recreation Experiences  credit: 3 Hours. 
"RST 325  Marketing in Recreation, Sport and Tourism  credit: 3 Hours. "
RST 335  Leisure and Consumer Culture  credit: 3 Hours. 
"RST 340  Facility Management in Recreation, Sport and Tourism  credit: 3 Hours. "
RST 346  Case Study: Endless Summer  credit: 3 Hours. 
RST 350  Tourism and Culture  credit: 3 Hours. 
RST 354  Legal Aspects of Sport  credit: 3 or 4 Hours. 
"RST 360  Communication in Recreation, Sport & Tourism  credit: 3 Hours. "
RST 370  Research Methods & Analysis  credit: 3 Hours. 
RST 390  Honors  credit: 2 Hours. 
RST 393  Special Problems  credit: 1 to 3 Hours. 
RST 407  Sport Analytics: Data-Driven Decision Making  credit: 3 or 4 Hours. 
"RST 410  Strategic Management in Recreation, Sport and Tourism  credit: 3 Hours. "
"RST 429  Contemporary Issues in Recreation, Sport and Tourism  credit: 4 Hours. "
RST 430  Sport & Development  credit: 3 Hours. 
RST 440  HR Management in RST  credit: 3 Hours. 
RST 441  Community Planning and Engagement  credit: 3 or 4 Hours. 
RST 450  Tourism Planning & Development  credit: 3 Hours. 
RST 459  Heritage Management  credit: 3 or 4 Hours. 
"RST 460  Event Management in Recreation, Sport and Tourism  credit: 3 Hours. "
"RST 465  Event Implementation and Evaluation in Recreation, Sport and Tourism  credit: 3 Hours. "
RST 480  Orientation to Internship  credit: 1 Hour. 
RST 485  Internship  credit: 12 Hours. 
"RST 501  Foundations and Current Issues in Recreation, Sport & Tourism  credit: 4 Hours. "
RST 502  Critical Issues Recreation Mgt  credit: 4 Hours. 
RST 504  Applied Evaluation and Needs Assessment in RST  credit: 4 Hours. 
"RST 512  Managing Recreation, Sport & Tourism Organizations  credit: 4 Hours. "
RST 515  Marketing in RST  credit: 4 Hours. 
"RST 516  Financial Management and Budgeting in Recreation, Sport & Tourism  credit: 4 Hours. "
RST 518  Event Management  credit: 4 Hours. 
RST 519  Strategic Management in RST  credit: 4 Hours. 
RST 520  Critical Issues Sport Mgt  credit: 4 Hours. 
RST 530  Critical Issues Tourism Mgt  credit: 4 Hours. 
RST 550  Theory and Methods of Leisure  credit: 4 Hours. 
RST 551  Contemporary Issues in Leisure  credit: 4 Hours. 
RST 553  Advanced Leisure Research Methods  credit: 4 Hours. 
RST 555  Diversity in Leisure Behavior  credit: 4 Hours. 
RST 560  Teaching in the Professoriate  credit: 4 Hours. 
RST 570  Cultural Aspects of Tourism  credit: 4 Hours. 
RST 580  Legal Aspects of RST  credit: 4 Hours. 
RST 581  Human Development Theories  credit: 4 Hours. 
RST 582  Community In American Society  credit: 4 Hours. 
"RST 583  Theories of Diversity, Inequality, and Social Change  credit: 4 Hours. "
RST 584  Management Internship  credit: 2 to 4 Hours. 
RST 585  Inclusive by Design in RST  credit: 4 Hours. 
"RST 586  Health and Leisure in Recreation, Sport and Tourism  credit: 4 Hours. "
RST 587  Sport and Development  credit: 4 Hours. 
RST 588  Park Planning and Design  credit: 4 Hours. 
RST 590  Doctoral Research Seminar and Colloquium  credit: 1 Hour. 
RST 593  Special Problems  credit: 2 to 4 Hours. 
RST 594  Special Topics in Leisure  credit: 2 to 4 Hours. 
RST 599  Thesis Research  credit: 0 to 16 Hours. 
RUSS 101  First-Year Russian I  credit: 4 Hours. 
RUSS 102  First-Year Russian II  credit: 4 Hours. 
RUSS 115  Intro to Russian Culture  credit: 3 Hours. 
RUSS 122  Russia and Black America  credit: 3 Hours. 
RUSS 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
RUSS 201  Second-Year Russian I  credit: 4 Hours. 
RUSS 202  Second-Year Russian II  credit: 4 Hours. 
RUSS 219  Russian Cinema Survey  credit: 3 Hours. 
RUSS 220  Golden Age of Russian Literature  credit: 3 Hours. 
RUSS 225  Russian Lit and Revolution  credit: 3 Hours. 
RUSS 260  Medicine & Russian Literature  credit: 3 Hours. 
RUSS 261  Intro Russian-Jewish Culture  credit: 3 Hours. 
RUSS 290  Readings in Russian  credit: 1 to 4 Hours. 
RUSS 301  Third Year Russian I  credit: 3 Hours. 
RUSS 302  Third Year Russian II  credit: 3 Hours. 
RUSS 320  Russian Writers  credit: 3 Hours. 
RUSS 322  Dostoevsky  credit: 3 Hours. 
RUSS 323  Tolstoy  credit: 3 Hours. 
RUSS 325  Chekhov  credit: 3 Hours. 
RUSS 335  Nabokov  credit: 3 Hours. 
RUSS 401  Fourth Year Russian I  credit: 3 Hours. 
RUSS 402  Fourth Year Russian II  credit: 3 Hours. 
RUSS 418  18th Century Literature  credit: 3 or 4 Hours. 
RUSS 424  Russian Modernism  credit: 3 or 4 Hours. 
RUSS 444  Problems in Romanticism  credit: 3 or 4 Hours. 
RUSS 460  Russian Culture Studies  credit: 3 or 4 Hours. 
RUSS 461  Russia and the Other  credit: 3 or 4 Hours. 
RUSS 465  Russian-Jewish Culture  credit: 3 or 4 Hours. 
RUSS 466  Russian Women's Writing  credit: 3 or 4 Hours. 
RUSS 474  Russian Translation  credit: 3 or 4 Hours. 
RUSS 493  Honors Senior Thesis  credit: 2 Hours. 
RUSS 501  Russian for Grad Students I  credit: 4 Hours. 
RUSS 502  Russian for Grad Students II  credit: 4 Hours. 
RUSS 511  Russian Literature 1800-1855  credit: 4 Hours. 
RUSS 512  Russian Literature 1855-1905  credit: 4 Hours. 
RUSS 513  Russian Literature 1905-1955  credit: 4 Hours. 
RUSS 514  Russian Literature After 1956  credit: 4 Hours. 
RUSS 520  Russian Writers  credit: 4 Hours. 
RUSS 521  Gogol  credit: 4 Hours. 
RUSS 522  Dostoevsky  credit: 4 Hours. 
RUSS 523  Tolstoy  credit: 4 Hours. 
RUSS 524  Pushkin  credit: 4 Hours. 
RUSS 535  Nabokov  credit: 4 Hours. 
SAME 150  Lang&Culture of Arab World  credit: 3 Hours. 
SAME 152  The New Middle East  credit: 3 Hours. 
SAME 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SAME 208  Cultures & Literatures of South Asia  credit: 3 Hours. 
SAME 211  The Arab-Israeli Conflict  credit: 3 Hours. 
SAME 212  Israeli Cinema and Television  credit: 3 Hours. 
SAME 214  Introduction to Islam  credit: 3 Hours. 
SAME 223  The Qur'an (Koran)  credit: 3 Hours. 
SAME 250  Introduction to Middle East Studies  credit: 3 Hours. 
SAME 260  Mystics and Saints in Islam  credit: 3 Hours. 
SAME 265  Central Asian Societies  credit: 3 Hours. 
SAME 272  Language and Culture in Turkey  credit: 3 Hours. 
SAME 325  Social Media and Global Change  credit: 3 Hours. 
SAME 350  South Asian Goddesses  credit: 3 Hours. 
SAME 403  Women in Muslim Societies  credit: 3 or 4 Hours. 
SAME 408  Islam & Politics in Mid. East  credit: 3 or 4 Hours. 
SAME 410  Gender and Hinduism  credit: 3 or 4 Hours. 
SAME 481  Muslim Ethics in Global Age  credit: 3 or 4 Hours. 
SAME 490  Special Topics  credit: 3 or 4 Hours. 
SAME 514  Islamic Theology  credit: 4 Hours. 
"SAME 520  Hindu Pilgrimage, Power & Place  credit: 4 Hours. "
SAME 564  Global Religion and Politics  credit: 4 Hours. 
SAME 590  Independent Study  credit: 0 to 4 Hours. 
SAME 599  Thesis Research  credit: 0 to 8 Hours. 
SBC 500  Strategic Brand Communication Essentials  credit: 2 Hours. 
SBC 501  Strategic Branding: Global Perspectives  credit: 2 Hours. 
SBC 502  Entrepreneurship in Business  credit: 3 Hours. 
SBC 503  Consumer Insights I  credit: 2 Hours. 
SBC 504  Managing Projects & Teams  credit: 3 Hours. 
SBC 505  Consumer Insights II  credit: 3 Hours. 
SBC 506  Measurement and Evaluation  credit: 3 Hours. 
SBC 508  Promotional Strategy  credit: 3 Hours. 
SBC 509  Digital Media and Brand Reputation Management  credit: 3 Hours. 
SBC 510  Messaging Strategy  credit: 3 Hours. 
SBC 511  Strategic Analytics & Data Visualization  credit: 3 Hours. 
SBC 512  Professional SBC Capstone Project  credit: 2 Hours. 
SCAN 101  Beginning Scandinavian I  credit: 4 Hours. 
SCAN 102  Beginning Scandinavian II  credit: 4 Hours. 
SCAN 103  Intermediate Scandinavian I  credit: 4 Hours. 
SCAN 104  Intermediate Scandinavian II  credit: 4 Hours. 
SCAN 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
"SCAN 215  Madness, Myth, and Murder  credit: 3 Hours. "
SCAN 225  Vikings to Volvos: Scandinavia  credit: 3 Hours. 
SCAN 251  Viking Mythology  credit: 3 Hours. 
SCAN 252  Viking Sagas in Translation  credit: 3 Hours. 
SCAN 305  Old Norse - Icelandic I  credit: 3 Hours. 
SCAN 306  Old Norse - Icelandic II  credit: 3 Hours. 
SCAN 376  Children and Youth Literature  credit: 3 Hours. 
SCAN 463  Modern Scandinavian Drama  credit: 3 or 4 Hours. 
SCAN 470  Scandinavian Politics and Society  credit: 3 or 4 Hours. 
SCAN 472  Kierkegaard and the Self  credit: 3 or 4 Hours. 
SCAN 490  Green Screen: Film and Nature  credit: 3 or 4 Hours. 
SCAN 492  Scandinavian Cinema  credit: 3 or 4 Hours. 
SCAN 493  Honors Senior Thesis  credit: 2 to 4 Hours. 
SCAN 494  Topics in Scan Languages  credit: 1 to 4 Hours. 
SCAN 496  Special Topics in Scan Studies  credit: 1 to 4 Hours. 
SCAN 505  Old Norse-Icelandic I  credit: 4 Hours. 
SCAN 506  Old Norse-Icelandic II  credit: 4 Hours. 
SCAN 576  Children and Youth Literature  credit: 4 Hours. 
SCAN 593  Research in Special Topics  credit: 1 to 8 Hours. 
SE 100  Introduction to ISE  credit: 1 Hour. 
SE 101  Engineering Graphics & Design  credit: 3 Hours. 
SE 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SE 261  Business Side of Engineering  credit: 2 Hours. 
SE 290  ISE Undergraduate Seminar  credit: 0 Hours. 
SE 297  Independent Study  credit: 1 to 4 Hours. 
SE 298  Special Topics  credit: 1 to 4 Hours. 
SE 310  Design of Structures and Mechanisms  credit: 3 Hours. 
SE 311  Engineering Design Analysis  credit: 3 Hours. 
SE 312  Instrumentation and Test Lab  credit: 1 Hour. 
SE 320  Control Systems  credit: 4 Hours. 
SE 361  Emotional Intelligence Skills  credit: 3 Hours. 
SE 397  Independent Study  credit: 1 to 4 Hours. 
SE 398  Special Topics  credit: 1 to 4 Hours. 
SE 400  Engineering Law  credit: 3 or 4 Hours. 
SE 402  Comp-Aided Product Realization  credit: 3 or 4 Hours. 
SE 410  Component Design  credit: 3 Hours. 
SE 411  Reliability Engineering  credit: 3 or 4 Hours. 
SE 412  Nondestructive Evaluation  credit: 3 or 4 Hours. 
SE 413  Engineering Design Optimization  credit: 3 or 4 Hours. 
SE 420  Digital Control Systems  credit: 4 Hours. 
SE 422  Robot Dynamics and Control  credit: 4 Hours. 
SE 423  Mechatronics  credit: 3 Hours. 
SE 424  State Space Design for Control  credit: 3 Hours. 
SE 450  Decision Analysis I  credit: 3 or 4 Hours. 
SE 494  Senior Engineering Project I  credit: 3 Hours. 
SE 495  Senior Engineering Project II  credit: 2 Hours. 
SE 497  Independent Study  credit: 0 to 4 Hours. 
SE 498  Special Topics  credit: 1 to 4 Hours. 
SE 520  Analysis of Nonlinear Systems  credit: 4 Hours. 
SE 521  Multivariable Control Design  credit: 4 Hours. 
SE 523  Discrete Event Dynamic Systems  credit: 3 or 4 Hours. 
SE 524  Data-Based Systems Modeling  credit: 4 Hours. 
SE 525  Control of Complex Systems  credit: 4 Hours. 
SE 550  Decision Analysis II  credit: 3 or 4 Hours. 
SE 590  Seminar  credit: 0 Hours. 
SE 594  Project Design  credit: 1 to 8 Hours. 
SE 597  Independent Study  credit: 1 to 4 Hours. 
SE 598  Special Topics  credit: 1 to 4 Hours. 
SE 599  Thesis Research  credit: 0 to 16 Hours. 
SHS 111  Living-Learning ASL Part 1  credit: 2 Hours. 
SHS 112  Living-Learning ASL Part 2  credit: 2 Hours. 
"SHS 120  Child, Comm, & Lang Ability  credit: 3 Hours. "
SHS 121  American Sign Language I  credit: 4 Hours. 
SHS 150  Hearing Processes & Disorders  credit: 3 Hours. 
SHS 170  Intro Hum Comm Sys & Disorders  credit: 3 Hours. 
SHS 191  Freshmen Seminar  credit: 0 to 9 Hours. 
SHS 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SHS 200  General Phonetics  credit: 3 Hours. 
SHS 221  American Sign Language II  credit: 4 Hours. 
SHS 222  Language & Culture of Deaf Communities  credit: 3 Hours. 
SHS 231  Lang Diff Dis: American Persp  credit: 3 Hours. 
SHS 240  Intro Sound & Hearing Science  credit: 3 Hours. 
SHS 270  Comm Disability in the Media  credit: 4 Hours. 
SHS 271  Communication and Aging  credit: 3 Hours. 
SHS 280  Communication Neuroscience  credit: 3 Hours. 
SHS 291  Research Lab Experience in SHS  credit: 1 to 3 Hours. 
SHS 300  Anat & Physiol Spch Mechanism  credit: 4 Hours. 
SHS 301  General Speech Science  credit: 4 Hours. 
SHS 320  Development of Spoken Language  credit: 3 Hours. 
SHS 321  American Sign Language III  credit: 4 Hours. 
SHS 333  Children with Neurodevelopmental Disorders Across Communication Contexts  credit: 3 Hours. 
SHS 352  Hearing Health and Society  credit: 3 Hours. 
SHS 375  Communication Partners and Health  credit: 3 Hours. 
SHS 380  Comm Competence and Disorders  credit: 3 Hours. 
SHS 383  Special Topics  credit: 3 or 4 Hours. 
SHS 385  Interpreting Clinical Research in Speech & Hearing Science  credit: 3 Hours. 
SHS 389  Neuroplasticity and Communication  credit: 3 Hours. 
SHS 390  Individual Study  credit: 2 to 4 Hours. 
SHS 395  Honors Individual Study  credit: 2 Hours. 
SHS 410  Stuttering: Theory & Practice  credit: 2 Hours. 
SHS 411  Normal and Disordered Voice  credit: 3 or 4 Hours. 
SHS 427  Language and the Brain  credit: 3 or 4 Hours. 
SHS 430  Development and Disorders of Phonology and Articulation  credit: 3 Hours. 
SHS 431  Language Disorders in Preschool Children  credit: 3 Hours. 
SHS 450  Intro Audiol & Hear Disorders  credit: 4 Hours. 
SHS 451  Aural Rehab Children to Adults  credit: 2 to 4 Hours. 
SHS 470  Neural Bases Spch Lang  credit: 3 Hours. 
SHS 473  Augmentative & Alt Comm  credit: 2 to 4 Hours. 
SHS 475  Prepracticum in SHS  credit: 1 to 2 Hours. 
SHS 477  Beginning Practicum in Speech-Language Pathology  credit: 1 to 3 Hours. 
SHS 480  Understanding Disability and Assistive Technology  credit: 2 Hours. 
SHS 481  Creating and Procuring Accessible Electronic Materials  credit: 2 Hours. 
SHS 482  Designing Universally Accessible Web Resources  credit: 2 Hours. 
SHS 500  Exper Phon I Spch Physiol  credit: 4 Hours. 
SHS 501  Exper Phon II Spch Acous Perc  credit: 4 Hours. 
SHS 510  Advanced Seminar in Stuttering  credit: 4 Hours. 
SHS 511  Assessment and Management of Voice Disorders  credit: 3 Hours. 
SHS 512  Orofacial Anomalies  credit: 2 to 4 Hours. 
SHS 513  Assessment and Management of Dysphagia  credit: 3 Hours. 
SHS 514  Motor Speech Disorders  credit: 3 Hours. 
SHS 520  Language Science  credit: 4 Hours. 
SHS 532  Language Disorders & Literacy in School-Age Children & Youth  credit: 3 Hours. 
SHS 533  Approaches to Language Diagnostics and Clinical Reasoning  credit: 2 to 4 Hours. 
SHS 534  Aphasia and Related Disorders  credit: 3 Hours. 
SHS 535  Cognitive Communication Disorders  credit: 3 Hours. 
SHS 540  Psychoacoustics  credit: 3 Hours. 
SHS 541  Clinical Auditory Anat & Phys  credit: 3 Hours. 
SHS 542  Signals and Systems  credit: 3 Hours. 
SHS 543  Business Planning in Audiology  credit: 2 Hours. 
SHS 550  Assess Audition & Aud Disorder  credit: 3 Hours. 
SHS 551  Auditory Electrophysiology I  credit: 4 Hours. 
SHS 552  Diagnosing Hearing Impairment in Infants and Children  credit: 3 Hours. 
SHS 553  Amplification I  credit: 3 Hours. 
SHS 554  Advanced Audiological Assess  credit: 4 Hours. 
SHS 555  Comm Lang Probs Hear Impaired  credit: 4 Hours. 
SHS 556  Amplification II  credit: 3 Hours. 
SHS 557  Advanced Clinical Practicum in Audiological Assessment and Rehabilitation  credit: 1 to 8 Hours. 
SHS 558  Tinnitus  credit: 2 Hours. 
SHS 559  Hearing Conservation  credit: 2 Hours. 
SHS 560  Audiological Assessment Lab  credit: 2 Hours. 
SHS 561  Medical Audiology  credit: 3 Hours. 
SHS 562  Educational Audiology  credit: 2 Hours. 
SHS 563  Amplification Lab  credit: 2 Hours. 
SHS 564  Vestibular Assessment and Rehabilitation  credit: 3 Hours. 
SHS 565  Teaching in the Professoriate  credit: 4 Hours. 
SHS 570  Evidence-Based Practice in Audiology & Speech-Language Pathology  credit: 2 Hours. 
SHS 571  Culturally Responsive Practices in Communication Sciences & Disorders  credit: 2 Hours. 
SHS 572  Counseling in Comm Disorders  credit: 2 to 4 Hours. 
SHS 574  Communication in Individuals with Autism Spectrum Disorders  credit: 2 Hours. 
SHS 575  School Methods in Speech-Language Pathology  credit: 2 Hours. 
SHS 576  School Intrnshp Spch-Lang Path  credit: 4 to 8 Hours. 
SHS 577  Advanced Practicum in Speech-Language Pathology  credit: 1 to 4 Hours. 
SHS 578  Medical Methods in Speech-Language Pathology  credit: 2 Hours. 
SHS 579  Prof/Eth/Legal Issues AuD/SLP  credit: 3 Hours. 
SHS 580  Cochlear Implants  credit: 3 Hours. 
SHS 581  Auditory Processing Disorders  credit: 3 Hours. 
"SHS 582  Speech Communication, Aging, and Aural Rehabilitation  credit: 2 Hours. "
SHS 586  Adv Sem Development Com Dis  credit: 2 Hours. 
SHS 587  Advanced Seminar in Acquired Communication Disorders  credit: 2 Hours. 
SHS 588  Adv Sem Neural Bases Com Dis  credit: 2 Hours. 
SHS 590  History of CSD  credit: 4 Hours. 
SHS 591  Clinical Case Project in Communication Sciences and Disorders  credit: 0 Hours. 
SHS 592  Prosem Spch & Hear Sci  credit: 0 to 1 Hours. 
SHS 593  Special Problems  credit: 1 to 8 Hours. 
SHS 594  PhD Early Research Project  credit: 1 to 4 Hours. 
SHS 595  Audiology Clinical Practicum Full-Time Externship  credit: 1 to 5 Hours. 
SHS 599  Thesis Research  credit: 0 to 16 Hours. 
SLAV 117  Russ & E Euro Science Fiction  credit: 3 Hours. 
SLAV 120  Russian & E Euro Folktales  credit: 3 Hours. 
SLAV 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SLAV 277  Slavic Literature Survey  credit: 3 Hours. 
SLAV 300  Languages and Literatures Career Preparation  credit: 1 Hour. 
SLAV 399  Advanced Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SLAV 417  11th-17thC Russ Lit & Lang  credit: 3 or 4 Hours. 
SLAV 418  Language & Minorities in Europe  credit: 3 or 4 Hours. 
SLAV 419  Russian & East European Film  credit: 3 or 4 Hours. 
SLAV 420  Jewish Life-Writing  credit: 3 or 4 Hours. 
SLAV 430  History of Translation  credit: 3 or 4 Hours. 
SLAV 452  Slavic Cultural Studies  credit: 3 or 4 Hours. 
SLAV 477  Post-Communist Fiction  credit: 3 or 4 Hours. 
SLAV 480  Intro to Slavic Linguistics  credit: 3 or 4 Hours. 
SLAV 501  Applied Literary Translation I  credit: 4 Hours. 
SLAV 502  Applied LiteraryTranslation II  credit: 4 Hours. 
SLAV 505  Old Church Slavonic  credit: 4 Hours. 
SLAV 525  Problems in Slavic Literature  credit: 4 Hours. 
SLAV 575  Professionalization Workshop  credit: 2 Hours. 
SLAV 576  Methods in Slavic Grad Study  credit: 4 Hours. 
SLAV 577  Slavic Languages Pedagogy Seminar  credit: 2 Hours. 
SLAV 591  Individual Topics  credit: 1 to 8 Hours. 
SLAV 599  Thesis Research  credit: 0 to 16 Hours. 
SLCL 110  Introduction to Intercultural Competence  credit: 3 Hours. 
SLCL 200  Topics in Global Culture  credit: 3 Hours. 
SLCL 300  Languages and Literatures Career Preparation  credit: 1 Hour. 
SLCL 520  SLCL Practice  credit: 0 Hours. 
SNSK 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SNSK 201  Elementary Sanskrit I  credit: 4 Hours. 
SNSK 202  Elementary Sanskrit II  credit: 4 Hours. 
SNSK 403  Readings in Sanskrit I  credit: 3 or 4 Hours. 
SNSK 404  Readings in Sanskrit II  credit: 3 or 4 Hours. 
SOC 100  Introduction to Sociology  credit: 4 Hours. 
SOC 101  Sociology of Gender  credit: 3 Hours. 
SOC 122  Africa in World Perspective  credit: 3 Hours. 
SOC 130  Intro Gender & Women's Studies  credit: 3 Hours. 
SOC 160  Global Ineq and Social Change  credit: 3 Hours. 
SOC 161  Introduction to Poverty  credit: 3 Hours. 
SOC 162  Intro to Intl Health Policy  credit: 3 Hours. 
SOC 163  Social Problems  credit: 3 Hours. 
"SOC 170  Integration, Assimilation and Multiculturalism: America's Immigrant Society  credit: 3 Hours. "
SOC 179  Social Organization  credit: 3 Hours. 
SOC 180  Stress and Health in African American Communities  credit: 3 Hours. 
SOC 196  Issues in Sociology  credit: 3 Hours. 
SOC 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
SOC 200  Introduction to Sociological Theory  credit: 3 Hours. 
"SOC 201  Race, Gender & Power  credit: 3 Hours. "
SOC 202  Sexualities  credit: 3 Hours. 
SOC 221  Latina/o Migration  credit: 3 Hours. 
SOC 222  Introduction to Modern Africa  credit: 3 Hours. 
SOC 223  Black Women Contemp US Society  credit: 3 Hours. 
SOC 225  Race and Ethnicity  credit: 3 Hours. 
SOC 226  Political Sociology  credit: 3 Hours. 
SOC 230  The Sociology of Political Polarization: Bigots and Snowflakes  credit: 3 Hours. 
"SOC 255  Queer Lives, Queer Politics  credit: 3 Hours. "
SOC 265  Central Asian Societies  credit: 3 Hours. 
SOC 270  Global Demography  credit: 3 Hours. 
SOC 273  Social Perspectives on the Family  credit: 3 Hours. 
"SOC 274  Health, Illness and Society  credit: 3 Hours. "
SOC 275  Criminology  credit: 3 Hours. 
SOC 278  Mapping Latina/o Inequalities  credit: 3 Hours. 
SOC 280  Intro to Social Statistics  credit: 4 Hours. 
SOC 310  Sociology of Deviance  credit: 3 Hours. 
SOC 320  Queer Theory  credit: 3 Hours. 
SOC 321  Gender & Latina/o Migration  credit: 3 Hours. 
"SOC 322  Gender, Relationshps & Society  credit: 3 Hours. "
SOC 324  Social Network Analysis  credit: 3 Hours. 
SOC 325  Black Men and Masculinities  credit: 3 Hours. 
SOC 328  Asian Americans & Inequalities  credit: 3 Hours. 
SOC 345  Digital & Gender Cultures  credit: 3 Hours. 
SOC 350  Technology and Society  credit: 3 Hours. 
SOC 355  Race and Mixed Race  credit: 3 Hours. 
SOC 364  Impacts of Globalization  credit: 3 Hours. 
SOC 366  Postsocialism Eastern Europe  credit: 3 Hours. 
SOC 373  Social Inequality  credit: 3 Hours. 
SOC 375  Criminal Justice System  credit: 3 Hours. 
SOC 378  Sociology of Law  credit: 3 Hours. 
SOC 380  Social Research Methods  credit: 4 Hours. 
"SOC 387  Race, Gender and the Body  credit: 3 Hours. "
SOC 390  Individual Study  credit: 1 to 6 Hours. 
SOC 392  Chicanas&Latinas: Self&Society  credit: 3 Hours. 
SOC 396  Topics in Sociology  credit: 3 Hours. 
SOC 400  Internships  credit: 0 to 3 Hours. 
SOC 422  European Working Class History  credit: 2 to 4 Hours. 
"SOC 426  Race, Educational Policy, and Sociology  credit: 3 or 4 Hours. "
SOC 447  Environmental Sociology  credit: 3 or 4 Hours. 
SOC 450  Senior Capstone Seminar  credit: 3 Hours. 
SOC 451  Climate & Social Vulnerability  credit: 3 or 4 Hours. 
SOC 470  Social Movements  credit: 2 to 4 Hours. 
SOC 472  Urban Communities & Public Pol  credit: 3 or 4 Hours. 
"SOC 473  Immigration, Health & Society  credit: 3 or 4 Hours. "
SOC 477  Law and Society- ACP  credit: 3 Hours. 
SOC 478  Geography of Health Care  credit: 3 or 4 Hours. 
SOC 479  Law and Society  credit: 3 or 4 Hours. 
SOC 480  Methods of Field Research  credit: 2 to 4 Hours. 
SOC 481  Survey Research  credit: 3 or 4 Hours. 
SOC 483  Middle Eastern Societies & Cultures  credit: 3 or 4 Hours. 
SOC 485  Intermediate Social Statistics  credit: 3 or 4 Hours. 
SOC 488  Demographic Analysis  credit: 3 or 4 Hours. 
SOC 490  Advanced Independent Study  credit: 3 Hours. 
SOC 495  Senior Honors Seminar  credit: 3 Hours. 
SOC 496  Advanced Topics in Sociology  credit: 3 Hours. 
SOC 500  Classical Sociological Theory  credit: 4 Hours. 
SOC 501  Contemp Sociological Theory  credit: 4 Hours. 
SOC 510  Professionalization Seminar  credit: 2 Hours. 
SOC 561  Development Theories  credit: 4 Hours. 
SOC 562  Sem in Transnational Studies  credit: 4 Hours. 
SOC 563  Global Social Movements  credit: 4 Hours. 
SOC 564  Global Religion and Politics  credit: 4 Hours. 
SOC 565  Megacities of Global South  credit: 4 Hours. 
SOC 572  Community In American Society  credit: 4 Hours. 
SOC 575  Founds of Organizational Behav  credit: 4 Hours. 
SOC 576  Survey Methods in Mkt Res  credit: 4 Hours. 
